train_loss,val_loss,train_acc,val_acc
1.8291090601317737,1.5701820485445919,0.24816326530612245,0.42040816326530617
1.160036172282939,1.0750061563083104,0.583265306122449,0.6081632653061225
0.7434449567600172,0.878931924761558,0.74,0.6959183673469388
0.5500294031415667,1.0396374804633004,0.8061224489795918,0.6204081632653062
0.43942725682745176,0.4618970025558861,0.8448979591836735,0.8448979591836735
0.3787539683069502,0.5983729576577945,0.8616326530612245,0.8102040816326531
0.33475315013710333,0.40583776862037424,0.8828571428571429,0.8816326530612246
0.2676562765179848,0.349281160807123,0.9106122448979592,0.8857142857142858
0.23742059624924952,0.30222213484194815,0.9212244897959184,0.8959183673469389
0.2093237994033463,0.4612011972738772,0.9273469387755102,0.8510204081632654
0.18961504692933998,0.6960503798358294,0.9371428571428572,0.7816326530612245
0.19177832672182393,0.32831655223758854,0.9342857142857143,0.8979591836734695
0.14446925166310096,0.2919775239667114,0.9506122448979593,0.9000000000000001
0.15018064214258778,0.3216812400185332,0.9502040816326531,0.8959183673469389
0.13074622300510505,0.2896837938881042,0.9546938775510204,0.9102040816326531
0.13676545885144448,0.30391772991540483,0.9551020408163265,0.9020408163265307
0.11933386249201638,0.25785022431186266,0.9648979591836735,0.9204081632653062
0.0984596186024802,0.40346779354981016,0.9669387755102041,0.8775510204081634
0.10308694098676954,0.4908713525655318,0.9661224489795919,0.853061224489796
0.09691590276907901,2.557523081253986,0.9710204081632653,0.5040816326530613
0.10216636446057534,0.2042238414743725,0.9685714285714286,0.9469387755102041
0.06547923988833719,0.6548736624571742,0.9791836734693878,0.842857142857143
0.07165848590053465,0.23221103956504743,0.9755102040816327,0.9408163265306123
0.06841323847369273,0.2371778858255367,0.9775510204081633,0.9326530612244899
0.07012608246991829,0.2417213688547514,0.9771428571428572,0.9244897959183674
0.06227281622740687,0.21037332661906066,0.9804081632653061,0.9448979591836736
0.05839399625224118,0.2660620380594509,0.9836734693877551,0.9244897959183674
0.04344336995664908,0.1822860882218395,0.9861224489795919,0.9510204081632654
0.050021933338471825,0.33806951575133265,0.9844897959183674,0.8979591836734695
0.04544513840228319,0.24011873877132123,0.986530612244898,0.9244897959183674
0.035438449358453555,2.2364928844023724,0.9885714285714287,0.6775510204081633
0.0648597628706876,0.18275162256417835,0.9767346938775511,0.9571428571428572
0.03665188174770803,0.22621879223354008,0.9877551020408164,0.9306122448979592
0.035273724405893256,0.1858561397682191,0.9897959183673469,0.9510204081632654
0.033007401842243815,0.21821046814854655,0.9893877551020408,0.9469387755102041
0.04097698367447877,0.25920043800748427,0.9873469387755103,0.9306122448979592
0.0471779858351362,1.0702463816623298,0.9869387755102041,0.7285714285714286
0.06627392885864389,0.3419350896258743,0.9824489795918367,0.9081632653061226
0.05053221349737474,0.2064175916873679,0.9861224489795919,0.9469387755102041
0.03969994554486202,2.166037824202557,0.9857142857142858,0.6918367346938776
0.04536713886701939,0.5104720202027535,0.9873469387755103,0.8673469387755103
0.0361718171682893,0.21075732118012955,0.9897959183673469,0.9408163265306123
0.03647530443130099,0.21306725973073318,0.9873469387755103,0.953061224489796
0.04414694441368385,0.25006802682669793,0.9840816326530613,0.9326530612244899
0.02151946866352643,0.159701810628936,0.9959183673469388,0.9571428571428572
0.026780812887817012,0.20041487418419243,0.9926530612244898,0.9469387755102041
0.03410086662261462,0.576708328237339,0.990204081632653,0.8469387755102041
0.050209508527222335,0.22567495155737413,0.9844897959183674,0.9510204081632654
0.04197249152906695,0.23126557933888872,0.9869387755102041,0.9367346938775512
0.035018575733185425,0.3689694773785922,0.9889795918367348,0.9061224489795919
