train_loss,val_loss,train_acc,val_acc
1.9463921298786087,1.945996109320193,0.14285714285714288,0.14285714285714288
1.9462429041765175,1.9458795659396113,0.14285714285714288,0.14285714285714288
1.9461201127694578,1.9458138173940231,0.14336734693877554,0.14489795918367349
1.9460732859008165,1.9457622873539828,0.14056122448979594,0.15510204081632656
1.9460337025778633,1.9457251689871964,0.14005102040816328,0.16122448979591839
1.9460409305533584,1.9456937741260139,0.13443877551020408,0.15714285714285717
1.9460110279978537,1.9456639727767633,0.14158163265306123,0.17755102040816328
1.9459733890027415,1.9456322815953468,0.14081632653061227,0.18775510204081636
1.9459312224874692,1.945596313963131,0.1528061224489796,0.17755102040816328
1.9459199248527994,1.945561113649485,0.14591836734693878,0.17346938775510207
1.9458894379284917,1.9455117668424333,0.14158163265306123,0.1795918367346939
1.9458108381349213,1.9454529392475985,0.14566326530612247,0.1959183673469388
1.945797223947486,1.945394052291403,0.15000000000000002,0.1816326530612245
1.9457393383493229,1.9453194744732916,0.15331632653061225,0.20408163265306123
1.9456465667607834,1.945229603319752,0.14948979591836736,0.17755102040816328
1.9455738471478832,1.9451076585419325,0.14387755102040817,0.18775510204081636
1.9454562075284063,1.9449731817050857,0.16454081632653061,0.1816326530612245
1.9452755602038636,1.9447760805791738,0.1538265306122449,0.2
1.9451950676587164,1.9445197441139999,0.1673469387755102,0.1959183673469388
1.9450530470633993,1.9442395064295555,0.16658163265306125,0.18775510204081636
1.9448820153061224,1.94389434785259,0.16275510204081634,0.1836734693877551
1.944372312876643,1.943323956703653,0.16683673469387755,0.20204081632653062
1.9438016794165787,1.9425935282999156,0.16198979591836737,0.18775510204081636
1.9431785452122592,1.9415649598958542,0.1806122448979592,0.19183673469387758
1.942275943561476,1.9403169593032525,0.17729591836734696,0.1673469387755102
1.940739833092203,1.9369639231234181,0.18316326530612245,0.2122448979591837
1.935987792209703,1.9307371017884234,0.18622448979591838,0.1979591836734694
1.924666486467634,1.9129563545694157,0.1987244897959184,0.2
1.912604058032133,1.8946013071099106,0.19260204081632654,0.22244897959183677
1.9023672746152294,1.8903596878051758,0.20612244897959187,0.21836734693877552
