train_loss,val_loss,train_acc,val_acc
1.595908987278841,1.013664091363245,0.36862244897959184,0.6612244897959184
0.8102848486024506,0.6336241786577264,0.7084183673469389,0.7938775510204082
0.5226076144953163,0.5236940449597884,0.814030612244898,0.8040816326530613
0.4024516852534547,0.40347627839263606,0.863265306122449,0.8448979591836735
0.34061971972791516,0.38275912099955034,0.8831632653061225,0.8653061224489796
0.2665076752554397,0.3523961305618286,0.9056122448979592,0.8755102040816327
0.23294895022955475,0.2657162175494797,0.9224489795918368,0.8979591836734695
0.2022948638897161,0.21011653688489174,0.9318877551020409,0.9224489795918368
0.19430141745097174,0.23953465995739917,0.9352040816326531,0.9102040816326531
0.16902252038446616,0.23324098769499332,0.9436224489795919,0.9204081632653062
0.14924945521491523,0.2119957196773315,0.9515306122448981,0.9244897959183674
0.10786008190515699,0.20848390135381903,0.9673469387755103,0.9142857142857144
0.12306841954360812,0.20793076181898312,0.9617346938775511,0.9183673469387756
0.11193270358276003,0.18499366045568366,0.9607142857142859,0.9224489795918368
0.10666681420894301,0.14502229491362767,0.9625000000000001,0.9510204081632654
0.09761477549066197,0.23022951079266413,0.9683673469387756,0.9224489795918368
0.09487027612856912,0.21696529120815045,0.9676020408163266,0.9224489795918368
0.0801875381930066,0.21530163900128432,0.9724489795918368,0.9204081632653062
0.07199211420719417,0.1752492789065047,0.975765306122449,0.9346938775510205
0.06979249465963518,0.18329229896546018,0.978826530612245,0.9408163265306123
0.06507704660904651,0.19609343132802418,0.9778061224489797,0.9326530612244899
0.05384124895196636,0.1365613540444447,0.9846938775510204,0.9469387755102041
0.04927987181153909,0.16236501468953735,0.9854591836734695,0.9448979591836736
0.049895433453862006,0.15871486377959348,0.9834183673469389,0.953061224489796
0.046241426213207294,0.1995284449841295,0.9869897959183674,0.9306122448979592
0.04721864605113408,0.17462625239728666,0.9841836734693878,0.9408163265306123
0.044140883767977354,0.18553135823838565,0.9862244897959185,0.9408163265306123
0.048287911441329184,0.1695093304983207,0.9836734693877552,0.9469387755102041
0.03114639595614233,0.19624647702261502,0.9900510204081634,0.9408163265306123
0.03423083469685053,0.129036850501232,0.9900510204081634,0.9591836734693878
0.03015547373120635,0.15976610828419122,0.9903061224489796,0.9510204081632654
0.032538434176121324,0.18734342186160538,0.9880102040816328,0.9448979591836736
0.028748351061830716,0.12644952240647103,0.991326530612245,0.9591836734693878
0.020175135927631198,0.12243325288920683,0.9943877551020409,0.9653061224489797
0.034698081935390035,0.20941654617508532,0.9892857142857143,0.9387755102040817
0.03337423335404458,0.1590293696036144,0.990561224489796,0.9469387755102041
0.04074884877274079,0.13770676666908727,0.9895408163265307,0.9489795918367347
0.02716894792939289,0.15161544097853558,0.9910714285714287,0.9489795918367347
0.023223519344856888,0.12832217711292454,0.9931122448979592,0.9551020408163267
0.03249769982720288,0.09811118802492869,0.9900510204081634,0.9653061224489797
0.023353747723265362,0.1450230604189695,0.9926020408163266,0.9326530612244899
0.02049880461037938,0.12496760360972614,0.9926020408163266,0.9591836734693878
0.020224064884336704,0.1770790877847039,0.9946428571428573,0.9469387755102041
0.02502428962236118,0.11856164543566351,0.992857142857143,0.9653061224489797
0.01926544979470069,0.158366641605615,0.9938775510204082,0.953061224489796
0.014938745170128437,0.11810297768905151,0.9956632653061226,0.9632653061224491
0.021855919027691517,0.14789661958585587,0.9938775510204082,0.942857142857143
0.022512645931137554,0.16585730667967274,0.992857142857143,0.942857142857143
0.013166698775662832,0.1798893262271066,0.9969387755102042,0.9408163265306123
0.02189616022645781,0.1076975917472143,0.9931122448979592,0.9632653061224491
